id,Image,Category
1139,healthy-1138.JPG,healthy
2242,black-rot-321.JPG,black-rot
372,healthy-371.JPG,healthy
2838,scab-296.JPG,scab
655,healthy-654.JPG,healthy
2501,black-rot-580.JPG,black-rot
2753,scab-211.JPG,scab
1730,rust-84.JPG,rust
1896,rust-250.JPG,rust
2010,black-rot-89.JPG,black-rot
1031,healthy-1030.JPG,healthy
2956,scab-414.JPG,scab
2432,black-rot-511.JPG,black-rot
1658,rust-12.JPG,rust
3012,scab-470.JPG,scab
1888,rust-242.JPG,rust
1736,rust-90.JPG,rust
2978,scab-436.JPG,scab
31,healthy-30.JPG,healthy
1824,rust-178.JPG,rust
1931,black-rot-10.JPG,black-rot
252,healthy-251.JPG,healthy
2571,scab-29.JPG,scab
1782,rust-136.JPG,rust
1936,black-rot-15.JPG,black-rot
2799,scab-257.JPG,scab
325,healthy-324.JPG,healthy
3141,scab-599.JPG,scab
2660,scab-118.JPG,scab
2971,scab-429.JPG,scab
1842,rust-196.JPG,rust
2454,black-rot-533.JPG,black-rot
2426,black-rot-505.JPG,black-rot
368,healthy-367.JPG,healthy
1849,rust-203.JPG,rust
125,healthy-124.JPG,healthy
2257,black-rot-336.JPG,black-rot
1113,healthy-1112.JPG,healthy
2330,black-rot-409.JPG,black-rot
2117,black-rot-196.JPG,black-rot
2906,scab-364.JPG,scab
1899,rust-253.JPG,rust
1930,black-rot-9.JPG,black-rot
50,healthy-49.JPG,healthy
2165,black-rot-244.JPG,black-rot
1803,rust-157.JPG,rust
2452,black-rot-531.JPG,black-rot
3129,scab-587.JPG,scab
1997,black-rot-76.JPG,black-rot
1693,rust-47.JPG,rust
1816,rust-170.JPG,rust
416,healthy-415.JPG,healthy
2139,black-rot-218.JPG,black-rot
2211,black-rot-290.JPG,black-rot
1769,rust-123.JPG,rust
1651,rust-5.JPG,rust
819,healthy-818.JPG,healthy
482,healthy-481.JPG,healthy
1823,rust-177.JPG,rust
2873,scab-331.JPG,scab
2750,scab-208.JPG,scab
1798,rust-152.JPG,rust
2496,black-rot-575.JPG,black-rot
916,healthy-915.JPG,healthy
1213,healthy-1212.JPG,healthy
2646,scab-104.JPG,scab
1869,rust-223.JPG,rust
1656,rust-10.JPG,rust
2623,scab-81.JPG,scab
1671,rust-25.JPG,rust
2572,scab-30.JPG,scab
2038,black-rot-117.JPG,black-rot
2181,black-rot-260.JPG,black-rot
1880,rust-234.JPG,rust
1712,rust-66.JPG,rust
755,healthy-754.JPG,healthy
2816,scab-274.JPG,scab
1977,black-rot-56.JPG,black-rot
1723,rust-77.JPG,rust
2608,scab-66.JPG,scab
2947,scab-405.JPG,scab
2399,black-rot-478.JPG,black-rot
2923,scab-381.JPG,scab
124,healthy-123.JPG,healthy
1317,healthy-1316.JPG,healthy
940,healthy-939.JPG,healthy
2086,black-rot-165.JPG,black-rot
1443,healthy-1442.JPG,healthy
2745,scab-203.JPG,scab
1785,rust-139.JPG,rust
2022,black-rot-101.JPG,black-rot
3048,scab-506.JPG,scab
2430,black-rot-509.JPG,black-rot
1984,black-rot-63.JPG,black-rot
2610,scab-68.JPG,scab
3137,scab-595.JPG,scab
2061,black-rot-140.JPG,black-rot
1754,rust-108.JPG,rust
1536,healthy-1535.JPG,healthy
1794,rust-148.JPG,rust
1217,healthy-1216.JPG,healthy
1198,healthy-1197.JPG,healthy
1802,rust-156.JPG,rust
766,healthy-765.JPG,healthy
439,healthy-438.JPG,healthy
561,healthy-560.JPG,healthy
1143,healthy-1142.JPG,healthy
1165,healthy-1164.JPG,healthy
1007,healthy-1006.JPG,healthy
2296,black-rot-375.JPG,black-rot
1669,rust-23.JPG,rust
2573,scab-31.JPG,scab
2719,scab-177.JPG,scab
2705,scab-163.JPG,scab
1912,rust-266.JPG,rust
2911,scab-369.JPG,scab
1954,black-rot-33.JPG,black-rot
2738,scab-196.JPG,scab
1927,black-rot-6.JPG,black-rot
810,healthy-809.JPG,healthy
1818,rust-172.JPG,rust
1807,rust-161.JPG,rust
2002,black-rot-81.JPG,black-rot
2408,black-rot-487.JPG,black-rot
1801,rust-155.JPG,rust
2810,scab-268.JPG,scab
773,healthy-772.JPG,healthy
2624,scab-82.JPG,scab
