id,Image,Category
1687,rust-41.JPG,rust
2998,scab-456.JPG,scab
1867,rust-221.JPG,rust
2500,black-rot-579.JPG,black-rot
2053,black-rot-132.JPG,black-rot
2201,black-rot-280.JPG,black-rot
1721,rust-75.JPG,rust
1943,black-rot-22.JPG,black-rot
862,healthy-861.JPG,healthy
1872,rust-226.JPG,rust
2105,black-rot-184.JPG,black-rot
804,healthy-803.JPG,healthy
1819,rust-173.JPG,rust
2597,scab-55.JPG,scab
1488,healthy-1487.JPG,healthy
2311,black-rot-390.JPG,black-rot
1670,rust-24.JPG,rust
900,healthy-899.JPG,healthy
2888,scab-346.JPG,scab
2444,black-rot-523.JPG,black-rot
1906,rust-260.JPG,rust
2922,scab-380.JPG,scab
553,healthy-552.JPG,healthy
3029,scab-487.JPG,scab
2734,scab-192.JPG,scab
1688,rust-42.JPG,rust
3140,scab-598.JPG,scab
2829,scab-287.JPG,scab
240,healthy-239.JPG,healthy
1161,healthy-1160.JPG,healthy
1905,rust-259.JPG,rust
1789,rust-143.JPG,rust
2780,scab-238.JPG,scab
1919,rust-273.JPG,rust
1742,rust-96.JPG,rust
2373,black-rot-452.JPG,black-rot
2282,black-rot-361.JPG,black-rot
2537,black-rot-616.JPG,black-rot
1800,rust-154.JPG,rust
3134,scab-592.JPG,scab
1854,rust-208.JPG,rust
562,healthy-561.JPG,healthy
2988,scab-446.JPG,scab
1883,rust-237.JPG,rust
30,healthy-29.JPG,healthy
2553,scab-11.JPG,scab
1827,rust-181.JPG,rust
2630,scab-88.JPG,scab
889,healthy-888.JPG,healthy
2828,scab-286.JPG,scab
2369,black-rot-448.JPG,black-rot
814,healthy-813.JPG,healthy
2618,scab-76.JPG,scab
2066,black-rot-145.JPG,black-rot
1121,healthy-1120.JPG,healthy
1855,rust-209.JPG,rust
1885,rust-239.JPG,rust
2025,black-rot-104.JPG,black-rot
2844,scab-302.JPG,scab
1987,black-rot-66.JPG,black-rot
1814,rust-168.JPG,rust
2565,scab-23.JPG,scab
2120,black-rot-199.JPG,black-rot
2406,black-rot-485.JPG,black-rot
1708,rust-62.JPG,rust
333,healthy-332.JPG,healthy
2148,black-rot-227.JPG,black-rot
1786,rust-140.JPG,rust
1714,rust-68.JPG,rust
2000,black-rot-79.JPG,black-rot
1765,rust-119.JPG,rust
1996,black-rot-75.JPG,black-rot
2276,black-rot-355.JPG,black-rot
3147,scab-605.JPG,scab
2846,scab-304.JPG,scab
2762,scab-220.JPG,scab
2534,black-rot-613.JPG,black-rot
301,healthy-300.JPG,healthy
2393,black-rot-472.JPG,black-rot
1673,rust-27.JPG,rust
1094,healthy-1093.JPG,healthy
1725,rust-79.JPG,rust
1970,black-rot-49.JPG,black-rot
2102,black-rot-181.JPG,black-rot
1892,rust-246.JPG,rust
110,healthy-109.JPG,healthy
2682,scab-140.JPG,scab
3164,scab-622.JPG,scab
2755,scab-213.JPG,scab
3143,scab-601.JPG,scab
1315,healthy-1314.JPG,healthy
52,healthy-51.JPG,healthy
1766,rust-120.JPG,rust
2801,scab-259.JPG,scab
1686,rust-40.JPG,rust
1275,healthy-1274.JPG,healthy
74,healthy-73.JPG,healthy
1960,black-rot-39.JPG,black-rot
2583,scab-41.JPG,scab
2295,black-rot-374.JPG,black-rot
491,healthy-490.JPG,healthy
2840,scab-298.JPG,scab
24,healthy-23.JPG,healthy
1945,black-rot-24.JPG,black-rot
2652,scab-110.JPG,scab
1902,rust-256.JPG,rust
1993,black-rot-72.JPG,black-rot
1884,rust-238.JPG,rust
793,healthy-792.JPG,healthy
3055,scab-513.JPG,scab
620,healthy-619.JPG,healthy
2679,scab-137.JPG,scab
498,healthy-497.JPG,healthy
1358,healthy-1357.JPG,healthy
2131,black-rot-210.JPG,black-rot
2253,black-rot-332.JPG,black-rot
1056,healthy-1055.JPG,healthy
1175,healthy-1174.JPG,healthy
1821,rust-175.JPG,rust
1994,black-rot-73.JPG,black-rot
1179,healthy-1178.JPG,healthy
1525,healthy-1524.JPG,healthy
2037,black-rot-116.JPG,black-rot
2746,scab-204.JPG,scab
1464,healthy-1463.JPG,healthy
2605,scab-63.JPG,scab
1760,rust-114.JPG,rust
452,healthy-451.JPG,healthy
